index,Date,Name,totalRevenue,costofGoodsAndServicesSold,researchAndDevelopment,totalAssets,totalLiabilities,inventory,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,,
866,5/30/2019,MU,4758000000,2960000000,606000000,46288000000,9999000000,4905000000,1104000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
867,8/29/2019,MU,4870000000,3475000000,623000000,48887000000,12019000000,5118000000,1106000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
868,11/28/2019,MU,5137000000,3778000000,640000000,49649000000,13051000000,4943000000,1108000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
869,2/27/2020,MU,4749000000,3442000000,681000000,49648000000,12527000000,5208000000,1112000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
870,5/28/2020,MU,5384000000,3675000000,649000000,52005000000,14087000000,5405000000,1112000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
871,9/3/2020,MU,6016000000,3988000000,630000000,53678000000,14682000000,5373000000,1113000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
872,12/3/2020,MU,5725000000,4037000000,647000000,53691000000,13784000000,5521000000,1117000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
873,3/4/2021,MU,6194000000,4587000000,641000000,54135000000,13472000000,4743000000,1121000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
874,6/3/2021,MU,7375000000,4296000000,670000000,55943000000,13684000000,4537000000,1120000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
875,9/2/2021,MU,8251000000,4362000000,705000000,58849000000,14916000000,4487000000,1119000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
876,12/2/2021,MU,7559000000,4122000000,712000000,61246000000,15338000000,4827000000,1120000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
877,3/3/2022,MU,7731000000,4110000000,792000000,63696000000,15851000000,5383000000,1118000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
878,6/2/2022,MU,8642000000,4607000000,773000000,65296000000,16015000000,5629000000,1105000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
879,9/1/2022,MU,6643000000,4021000000,839000000,66283000000,16376000000,6663000000,1094000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
880,12/1/2022,MU,4085000000,3192000000,849000000,67874000000,18568000000,8359000000,1091000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
881,3/2/2023,MU,3604000000,4899000000,788000000,66520000000,19263000000,8129000000,1094000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,,
882,4/29/2018,AMAT,4579000000,2523000000,509000000,18498000000,11456000000,3494000000,1029000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
883,7/29/2018,AMAT,4162000000,2298000000,505000000,17883000000,11058000000,3681000000,994000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
884,10/28/2018,AMAT,3759000000,2102000000,519000000,17633000000,10788000000,3721000000,967000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
885,1/27/2019,AMAT,3753000000,2088000000,516000000,18922000000,10713000000,3703000000,957000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
886,4/28/2019,AMAT,3539000000,2009000000,508000000,18775000000,10574000000,3677000000,942000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
887,7/28/2019,AMAT,3562000000,2005000000,515000000,18805000000,10689000000,3539000000,929000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
888,10/27/2019,AMAT,3754000000,2120000000,515000000,19024000000,10810000000,3474000000,916000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
889,1/26/2020,AMAT,4162000000,2304000000,552000000,19767000000,11107000000,3472000000,916000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
890,4/26/2020,AMAT,3957000000,2208000000,550000000,21815000000,12791000000,3725000000,917000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
891,7/26/2020,AMAT,4395000000,2440000000,572000000,21171000000,11602000000,3952000000,915000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
892,10/25/2020,AMAT,4688000000,2558000000,560000000,22353000000,11775000000,3904000000,914000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
893,1/31/2021,AMAT,5162000000,2813000000,606000000,23305000000,11832000000,3925000000,915000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
894,5/2/2021,AMAT,5549000000,2929000000,617000000,24085000000,12092000000,4053000000,918000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
895,8/1/2021,AMAT,6148000000,3229000000,640000000,24479000000,12419000000,4117000000,908000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
896,10/31/2021,AMAT,6021000000,3178000000,622000000,25825000000,13578000000,4309000000,892000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
897,1/30/2022,AMAT,6206000000,3312000000,654000000,25428000000,13538000000,4526000000,889000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
898,5/1/2022,AMAT,6245000000,3318000000,686000000,25459000000,13880000000,5009000000,878000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
899,7/31/2022,AMAT,6484000000,3514000000,705000000,26161000000,14091000000,5506000000,864000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
900,10/30/2022,AMAT,6706000000,3648000000,726000000,26726000000,14532000000,5932000000,844000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
901,1/29/2023,AMAT,6643000000,3594000000,771000000,27959000000,14539000000,6054000000,845000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,,
902,6/30/2018,FSLY,34448000,15695000,8099000,,,,,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
903,9/30/2018,FSLY,36820000,16711000,9233000,,,,,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
904,12/31/2018,FSLY,40797000,17709000,9307000,,,,,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
905,3/31/2019,FSLY,45556000,19718000,10176000,,,,,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
906,6/30/2019,FSLY,46173000,20784000,11244000,356376000,89054000,,93429000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
907,9/30/2019,FSLY,49797000,22292000,12121000,327320000,67905000,,93347000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
908,12/31/2019,FSLY,58936000,25528000,12951000,320969000,63317000,,94818000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
909,3/31/2020,FSLY,62924000,27265000,14298000,323846000,67796000,,95401000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
910,6/30/2020,FSLY,74663000,29697000,16655000,607864000,65699000,,99835000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
911,9/30/2020,FSLY,70638000,29292000,18271000,631518000,96398000,,105942000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
912,12/31/2020,FSLY,82649000,33753000,25590000,1220000000,158086000,,113623000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
913,3/31/2021,FSLY,84852000,37494000,28988000,2138000000,1093000000,,114134000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
914,6/30/2021,FSLY,85026000,40320000,30346000,2137000000,1108000000,,115326000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
915,9/30/2021,FSLY,86735000,41244000,32528000,2139000000,1123000000,,116475000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
916,12/31/2021,FSLY,97717000,47944000,34997000,2159000000,1145000000,,118811000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
917,3/31/2022,FSLY,102382000,53915000,40437000,2134000000,1158000000,,119673000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
918,6/30/2022,FSLY,102518000,56466000,38717000,1933000000,939057000,,121242000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
919,9/30/2022,FSLY,108504000,55825000,38957000,1907000000,939619000,,122339000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
920,12/31/2022,FSLY,119321000,56738000,37197000,1896000000,940955000,,124336000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
921,3/31/2018,SQ,668603000,21282000,105095000,2380000000,1570000000,20899000,395948000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,,
922,6/30/2018,SQ,814938000,499122000,114800000,3555000000,2473000000,22041000,403301000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
923,9/30/2018,SQ,882108000,529448000,135773000,3973000000,2851000000,25294000,409690000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
924,12/31/2018,SQ,932528000,552474000,141811000,3281000000,2161000000,28627000,413984000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
925,3/31/2019,SQ,959359000,562605000,154350000,4403000000,3281000000,26679000,419289000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
926,6/30/2019,SQ,1174000000,708393000,174201000,4654000000,3470000000,29354000,423305000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
927,9/30/2019,SQ,1266000000,766437000,168771000,4001000000,2751000000,44690000,427124000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
928,12/31/2019,SQ,1313000000,786380000,176843000,4551000000,2836000000,47683000,430279000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
929,3/31/2020,SQ,1381000000,842608000,194986000,6004000000,4196000000,54719000,434940000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
930,6/30/2020,SQ,1924000000,1327000000,207730000,7812000000,5886000000,55422000,440117000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
931,9/30/2020,SQ,3034000000,2239000000,227550000,8114000000,6051000000,70422000,444458000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
932,12/31/2020,SQ,3159000000,2355000000,250670000,9870000000,7188000000,61129000,452939000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
933,3/31/2021,SQ,5057000000,4300000,310141000,11349000000,9034000000,63825000,454973000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
934,6/30/2021,SQ,4681000000,5405000,324059000,13816000000,11079000000,58786000,455431000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
935,9/30/2021,SQ,3845000000,6351000,360729000,13909000000,10905000000,73413000,460654000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
936,12/31/2021,SQ,4079000000,6589000,391343000,15026000000,11713000000,77058000,462611000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
937,3/31/2022,SQ,3961000000,15469000,484761000,29127000000,11677000000,72340000,541435000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
938,6/30/2022,SQ,4404000000,17899000,524827000,28885000000,11994000000,78737000,581350000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
939,9/30/2022,SQ,4516000000,18506000,548037000,29121000000,12591000000,102962000,592672000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
940,12/31/2022,SQ,4651000000,18320000,604524000,31364000000,14113000000,97703000,599094000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
941,3/31/2018,TWLO,129116000,59582000,37576000,482795000,120255000,,95692000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,,
942,6/30/2018,TWLO,147754000,67940000,39811000,985848000,556177000,,97339000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
943,9/30/2018,TWLO,168895000,77031000,42340000,1004000000,569444000,,98727000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
944,12/31/2018,TWLO,204302000,96288000,51631000,1029000000,590475000,,100080000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
945,3/31/2019,TWLO,233139000,107089000,77855000,4120000000,792560000,,126078000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
946,6/30/2019,TWLO,275039000,125024000,98783000,5109000000,812245000,,135762000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
947,9/30/2019,TWLO,295066000,136904000,104481000,5110000000,825682000,,137073000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
948,12/31/2019,TWLO,331224000,156534000,110236000,5151000000,871105000,,138413000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
949,3/31/2020,TWLO,364868000,171333000,114339000,5166000000,909740000,,139232000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
950,6/30/2020,TWLO,400849000,191718000,120701000,5291000000,968979000,,141619000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
951,9/30/2020,TWLO,447969000,217095000,136652000,6724000000,961434000,,147501000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
952,12/31/2020,TWLO,548090000,265969000,158856000,9487000000,1035000000,,164048000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
953,3/31/2021,TWLO,589988000,291684000,174800000,12242000000,1995000000,,167160000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
954,6/30/2021,TWLO,668931000,337684000,181280000,12534000000,1839000000,,173407000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
955,9/30/2021,TWLO,740176000,375561000,209890000,12977000000,1895000000,,177231000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
956,12/31/2021,TWLO,842744000,446197000,223249000,12999000000,1967000000,,180468000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
957,3/31/2022,TWLO,875363000,450292000,240611000,12891000000,1973000000,,180899000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
958,6/30/2022,TWLO,943354000,498065000,279641000,12869000000,2027000000,,182348000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
959,9/30/2022,TWLO,983030000,520955000,284735000,12613000000,2082000000,,183693000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
960,12/31/2022,TWLO,1025000000,543432000,274094000,12564000000,2005000000,,185976000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
961,4/30/2018,ZS,49163000,2600000,9907000,405538000,162346000,,119819000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
962,7/31/2018,ZS,56174000,2500000,11480000,447781000,207545000,,119764000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
963,10/31/2018,ZS,63298000,3000000,13186000,458094000,205916000,,122106000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
964,1/31/2019,ZS,74302000,3400000,15071000,518113000,241040000,,123987000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
965,4/30/2019,ZS,79128000,3600000,16499000,537536000,250957000,,125552000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
966,7/31/2019,ZS,86108000,3800000,17213000,604162000,295604000,,127253000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
967,10/31/2019,ZS,93590000,19558000,20271000,636228000,322176000,,127926000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
968,1/31/2020,ZS,101268000,20238000,20706000,676425000,357261000,,129266000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
969,4/30/2020,ZS,110524000,24579000,24117000,735964000,401170000,,130347000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
970,7/31/2020,ZS,125887000,31358000,32785000,1833000000,1349000000,,132817000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
971,10/31/2020,ZS,142578000,31727000,35770000,1853000000,1361000000,,134163000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
972,1/31/2021,ZS,157044000,34135000,41751000,1969000000,1467000000,,135858000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
973,4/30/2021,ZS,176404000,38977000,40952000,2062000000,1554000000,,136895000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
974,7/31/2021,ZS,197074000,45478000,56180000,2258000000,1729000000,,138662000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
975,10/31/2021,ZS,230517000,52169000,65216000,2271000000,1741000000,,140032000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
976,1/31/2022,ZS,255563000,57783000,69195000,2422000000,1883000000,,141063000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
977,4/30/2022,ZS,286807000,64022000,76578000,2525000000,1993000000,,141847000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
978,7/31/2022,ZS,318059000,68308000,78150000,2833000000,2259000000,,143038000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
979,10/31/2022,ZS,355548000,76697000,74946000,2836000000,2404000000,,144210000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
980,1/31/2023,ZS,387598000,87604000,85765000,3040000000,2511000000,,145087000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,,
981,4/30/2018,CRWD,47289000,19394000,17615000,,,,,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
982,7/31/2018,CRWD,55701000,18575000,18963000,,,,,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
983,10/31/2018,CRWD,66379000,22274000,25968000,,,,,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
984,1/31/2019,CRWD,80455000,26995000,22005000,,,,,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
985,4/30/2019,CRWD,98376000,29273000,23875000,457361000,384626000,,48127000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
986,7/31/2019,CRWD,110244000,31582000,31630000,1172000000,443489000,,225893000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
987,10/31/2019,CRWD,127187000,37355000,35992000,1256000000,539012000,,205479000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
988,1/31/2020,CRWD,154164000,43416000,38691000,1405000000,662299000,,212948000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
989,4/30/2020,CRWD,178835000,46895000,40578000,1519000000,766243000,,213129000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
990,7/31/2020,CRWD,199797000,54391000,50483000,1617000000,824937000,,216695000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
991,10/31/2020,CRWD,233367000,61527000,57539000,1750000000,934724000,,219401000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
992,1/31/2021,CRWD,265165000,66732000,66070000,2733000000,1861000000,,221728000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
993,4/30/2021,CRWD,298394000,78505000,78180000,2881000000,2028000000,,224153000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
994,7/31/2021,CRWD,333194000,90432000,90455000,3136000000,2225000000,,226362000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
995,10/31/2021,CRWD,375448000,101664000,97630000,3300000000,2340000000,,228293000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
996,1/31/2022,CRWD,427267000,112620000,105018000,3618000000,2581000000,,229692000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
997,4/30/2022,CRWD,481536000,126832000,123399000,3836000000,2719000000,,231179000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,,
998,7/31/2022,CRWD,528818000,140567000,137864000,4154000000,2911000000,,232554000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,,
999,10/31/2022,CRWD,590793000,158228000,155256000,4469000000,3132000000,,233785000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,,
1000,1/31/2023,CRWD,668531000,175604000,191845000,5027000000,3539000000,,235050000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,,
1001,4/30/2018,MDB,48222000,13749000,18645000,400227000,227720000,,50597000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,,
1002,7/31/2018,MDB,56196000,16494000,21430000,663930000,455306000,,52085000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,,
1003,10/31/2018,MDB,64985000,17758000,23179000,670670000,473425000,,53496000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,,
1004,1/31/2019,MDB,86029000,25567000,26600000,733476000,468910000,,54322000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,,
1005,4/30/2019,MDB,84699000,28172000,30868000,734241000,486373000,,55276000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,,
1006,7/31/2019,MDB,94428000,30202000,37140000,741597000,502254000,,56239000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,,
1007,10/31/2019,MDB,104628000,32191000,39387000,734985000,516150000,,56679000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,,
1008,1/31/2020,MDB,102460000,34791000,41638000,1329000000,1246000000,,57383000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,,
1009,4/30/2020,MDB,116534000,37677000,45632000,1337000000,1274000000,,57997000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,,
1010,7/31/2020,MDB,124331000,42304000,49255000,1355000000,1307000000,,58858000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,,
1011,10/31/2020,MDB,136678000,46110000,54363000,1356000000,1334000000,,60156000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,,
1012,1/31/2021,MDB,156144000,50985000,55911000,1407000000,1408000000,,60898000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,,
1013,4/30/2021,MDB,177675000,54528000,64751000,1378000000,1646000000,,61362000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,,
1014,7/31/2021,MDB,196191000,60702000,72396000,2281000000,1608000000,,63427000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,,
1015,10/31/2021,MDB,224296000,68464000,82256000,2352000000,1689000000,,66386000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,,
1016,1/31/2022,MDB,262973000,75798000,89417000,2450000000,1783000000,,67444000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,,
